Bigram-2 Words
subscribers report
report donate
donate suvs
suvs need
need territorial
territorial defense
defense empty
empty filled
filled humanitarian
humanitarian aid
aid putin's
putin's speech
speech unity
unity greatness
greatness russian
russian people
people colorfully
colorfully reflected
reflected photograph
photograph used
used thermobaric
thermobaric weapon
weapon also
also known
known vacuum
vacuum bomb
bomb according
according ministry
ministry defensecluster
defensecluster bomb
bomb vacuum
vacuum bomb
bomb spotted
spotted russia
russia authority
authority course
course denied
denied using
using germans
germans dont
dont like
like co-financed
co-financed west
west sign
sign petition
petition state
state security
security service
service kidnapped
kidnapped home
home journalist
journalist physicist
physicist progressive
progressive yuri
yuri neutral
neutral observer
observer war
war whose
whose sole
sole fault
fault cheerlead
cheerlead regime
regime loved
loved ukraine
ukraine taking
taking refuge
refuge metro
metro station
station kyiv
kyiv fadel
fadel senna
senna evacuation
evacuation civilian
civilian mariupol
mariupol continues
continues humanitarian
humanitarian corridor
corridor opened
opened russian
russian force
force world
world focus
focus family
family ethiopia
ethiopia face
face remain
remain forgotten
forgotten ic
ic according
according child
child five
five almost
almost two-third
two-third pregnant
pregnant breastfeeding
breastfeeding woman
woman malnourished
malnourished yerevan
yerevan today
today unsurprisingly
unsurprisingly n
n support
support invasion
invasion country
country close
close military
military economic
economic tie
tie go
go beyond
beyond normal
normal alliance
alliance aggressor
aggressor attacking
attacking occupying
occupying territory
territory another
another state
state force
force simply
simply another
another chubby
chubby cheeked
cheeked cosplaytriot
cosplaytriot played
played much
much cod
cod meanwhile
meanwhile support
support shit
shit happens
happens meanwhile
meanwhile support
support shit
shit happens
happens new
new mural
mural prague
prague dedicated
dedicated child
child today
today made
made clear
clear prez
prez continue
continue back
back war
war criminal
criminal talked
talked reformatted
reformatted activity
activity goncharenko
goncharenko educational
educational centers
centers volunteer
volunteer hub
hub throughout
throughout student
student teacher
teacher sorting
sorting ton
ton aid
aid military
military refugee
refugee strength
strength cooperation
cooperation see
see soldier
soldier defend
defend putin's
putin's speech
speech unity
unity greatness
greatness russian
russian people
people colorfully
colorfully reflected
reflected photograph
photograph employee
employee embassy
embassy left
left igor
igor sokol
sokol announced
announced said
said checkpoint
checkpoint completely
completely inspected
inspected car
car employee
employee kept
kept border
border night
night left
left tzm-t
tzm-t reloader
reloader vehicle
vehicle tos-a
tos-a thermobaric
thermobaric mrl
mrl abandoned
abandoned russian
russian army
army meanwhile
meanwhile destroyed
destroyed ukrainian
ukrainian civilian
civilian zelensky
zelensky international
international symbol
symbol fight
fight freedom
freedom world
world focus
focus family
family ethiopia
ethiopia face
face remain
remain forgotten
forgotten ic
ic according
according child
child five
five almost
almost two-third
two-third pregnant
pregnant breastfeeding
breastfeeding woman
woman malnourished
malnourished russian
russian gererals
gererals killed
killed enjoying
enjoying st
st cappuccino
cappuccino week
week general
general staff
staff confirmed
confirmed killing
killing lieutenant-general
lieutenant-general andrey
andrey mordvichev
mordvichev commander
commander th
th army
army southern
southern military
military districtavarage
districtavarage general
general week
week urgent
urgent staff
staff member
member embassy
embassy ukraine
ukraine left
left territory
territory today
today led
led ambassadorwhat
ambassadorwhat could
could mean
mean diplomacy
diplomacy new
new footage
footage released
released mod
mod show
show ka
ka aligator
aligator attack-helicopter
attack-helicopter action
action seen
seen footage
footage also
also armed
armed igla-v
igla-v air-to-air
air-to-air missile
missile use
use drone
drone helicopter
helicopter new
new mural
mural prague
prague dedicated
dedicated child
child good
good luck
luck convoy
convoy heading
heading ashford
ashford today
today volunteers
volunteers truck
truck uk
uk including
including true
true false
false new
new support
support quote
quote someone
someone found
found another
another intercept
intercept near
near nothing
nothing week
week mean
mean gone
gone wont
wont surrender
surrender cut
cut pows
pows ear
ear broke
broke finger
finger think
think theyd
theyd treat
treat better
better georgia
georgia mourns
mourns loss
loss two
two finest
finest son
son gia
gia tbilisi
tbilisi davit
davit mestia
mestia died
died defending
defending north-western
north-western frontier
frontier may
may soul
soul rest
rest peace
peace urgent
urgent staff
staff member
member embassy
embassy ukraine
ukraine left
left territory
territory today
today led
led ambassadorwhat
ambassadorwhat could
could mean
mean diplomacy
diplomacy world
world watching
watching genocide
genocide silenced
silenced united
united kingdom
kingdom h
h 
 
 
 
 
 mural
mural show
show brave
brave little
little girl
girl hiding
hiding fairy
fairy tale
tale character
character different
different country
country flag
flag today
today ukraine
ukraine truly
truly decides
decides future
future cosmonaut
cosmonaut color
color whitehall
whitehall rally
rally support
support aggression
aggression solution
solution conflict
conflict diplomatic
diplomatic solution
solution insanity
insanity making
making pariah
pariah putin'-ex-secretary
putin'-ex-secretary state
state colin
colin powell's
powell's chief
chief staff
staff col
col lawrence
lawrence wilkerson
wilkerson russia's
russia's invasion
invasion tomorrow
tomorrow left
left afghanistan
afghanistan tail
tail leg
leg surely
surely y'all
y'all liberated
liberated russia
russia russian
russian disinformation
disinformation news
news due
due war
war shaping
shaping us
us political
political discourse
discourse past
past six
six year
year newsletter
newsletter explain
explain trump
trump co
co boost
boost putins
putins disinfo
disinfo read
read rt
rt mr
mr 
 
 another
another example
example liberation
liberation remains
remains near
near aegis
aegis joint
joint forces
forces operation
operation position
position force
force looking
looking increasingly
increasingly precarious
precarious advance
advance encircle
encircle two
two ax
ax russia
russia headed
headed strategic
strategic defeat
defeat ukraine
ukraine another
another intercept
intercept taken
taken city
city nah
nah commander
commander refused
refused send
send slaughter
slaughter loot
loot around
around allowed
allowed interview
interview russian-owned
russian-owned television
television network
network rt
rt russian
russian foreign
foreign minister
minister sergey
sergey lavrov
lavrov described
described right-wing
