Trigram 3 Words
ukrainian style admire
style admire collection
admire collection ukraine
collection ukraine case
ukraine case missed
case missed journalist
missed journalist currently
journalist currently detention
currently detention presumably
detention presumably contact
presumably contact allowed
contact allowed neither
allowed neither wife
neither wife lawyer
wife lawyer please
lawyer please spread
please spread widely
spread widely help
widely help avert
help avert tragedy
avert tragedy that's
tragedy that's happen
that's happen peaceful
happen peaceful city
peaceful city knock
city knock door
knock door add
door add comment
add comment russian
comment russian k
russian k strela
k strela short-range
strela short-range surface-to-air
short-range surface-to-air missile
surface-to-air missile system
missile system captured
system captured ukrainian
captured ukrainian force
ukrainian force today
force today remember
today remember spoke
remember spoke well
spoke well force
well force prepared
force prepared prepositioned
prepared prepositioned hardened
prepositioned hardened ammunition
hardened ammunition stored
ammunition stored inspecting
stored inspecting large
inspecting large ammunition
large ammunition depot
ammunition depot armed
depot armed forces
armed forces left
forces left without
left without fight
without fight city
fight city tokmak
city tokmak region
tokmak region two
region two modern
two modern russian
modern russian t-b
russian t-b obr
t-b obr tank
obr tank destroyed
tank destroyed outskirt
destroyed outskirt recently
outskirt recently general
recently general andrey
general andrey mordvichev
andrey mordvichev dead
mordvichev dead burn
dead burn hell
burn hell mf
hell mf last
mf last second
last second invader
second invader another
invader another intercept
another intercept taken
intercept taken city
taken city nah
city nah commander
nah commander refused
commander refused send
refused send slaughter
send slaughter loot
slaughter loot around
loot around allowed
around allowed moment
allowed moment importance
moment importance fsb
importance fsb report
fsb report mine
report mine step
mine step along
step along shore
along shore expecting
shore expecting paratrooper
expecting paratrooper landing
paratrooper landing washed
landing washed storm
washed storm heading
storm heading towards
heading towards also
towards also known
also known strait
known strait istanbul
strait istanbul office
istanbul office metro
office metro threatened
metro threatened ukraine
threatened ukraine blockade
ukraine blockade supply
blockade supply due
supply due pressure
due pressure leave
pressure leave russia
leave russia say
russia say former
say former cabinet
former cabinet minister
cabinet minister dmytro
minister dmytro dubiletmetro
dmytro dubiletmetro belief
dubiletmetro belief sale
belief sale effect
sale effect war
effect war today
war today made
today made clear
made clear prez
clear prez continue
prez continue back
continue back war
back war criminal
war criminal finally
criminal finally stop
finally stop magical
stop magical thinking
magical thinking china
thinking china going
china going mediator
going mediator russia
mediator russia beijing
russia beijing described
beijing described crisis
described crisis invasion
crisis invasion war
invasion war ukraine
war ukraine last
ukraine last batch
last batch bayraktars
batch bayraktars delivered
bayraktars delivered updated
delivered updated version
updated version bayraktar
version bayraktar tb
bayraktar tb aselsan
tb aselsan cats
aselsan cats optoelectronic
cats optoelectronic system
optoelectronic system target
system target detection
target detection fire
detection fire adjustment
fire adjustment range
adjustment range km
range km turkish
km turkish optic
turkish optic turned
optic turned many
turned many time
many time powerful
time powerful video
powerful video justice
video justice reduced
justice reduced failed
reduced failed state
failed state known
state known help
known help rescue
help rescue vulnerable
rescue vulnerable ukrainian
vulnerable ukrainian child
ukrainian child putin's
child putin's onslaught
putin's onslaught details
onslaught details rally
details rally support
rally support military
support military operation
military operation held
operation held world
held world contends
world contends war
contends war chief
war chief warns
chief warns nowhere
warns nowhere earth
nowhere earth people
earth people risk
people risk life
risk life kyiv
life kyiv resident
kyiv resident bomb
resident bomb shelter
bomb shelter one
shelter one metro
one metro station
metro station foreign
station foreign minister
foreign minister threatens
minister threatens transporter
threatens transporter may
transporter may bring
may bring weapon
bring weapon declared
weapon declared military
declared military target
military target humor
target humor also
humor also key
also key weapon
key weapon war
weapon war people
